symbol,provider_symbol,asset_class,region,provider
bom/539310,bom/539310,stock,IN,yahoo
bom/539314,bom/539314,stock,IN,yahoo
bom/539331,bom/539331,stock,IN,yahoo
bom/539332,bom/539332,stock,IN,yahoo
bom/539334,bom/539334,stock,IN,yahoo
bom/539335,bom/539335,stock,IN,yahoo
bom/539336,bom/539336,stock,IN,yahoo
bom/539337,bom/539337,stock,IN,yahoo
bom/539346,bom/539346,stock,IN,yahoo
bom/539353,bom/539353,stock,IN,yahoo
bom/539354,bom/539354,stock,IN,yahoo
bom/539359,bom/539359,stock,IN,yahoo
bom/539378,bom/539378,stock,IN,yahoo
bom/539383,bom/539383,stock,IN,yahoo
bom/539384,bom/539384,stock,IN,yahoo
bom/539391,bom/539391,stock,IN,yahoo
bom/539398,bom/539398,stock,IN,yahoo
bom/539399,bom/539399,stock,IN,yahoo
bom/539400,bom/539400,stock,IN,yahoo
bom/539401,bom/539401,stock,IN,yahoo
bom/539402,bom/539402,stock,IN,yahoo
bom/539404,bom/539404,stock,IN,yahoo
bom/539405,bom/539405,stock,IN,yahoo
bom/539406,bom/539406,stock,IN,yahoo
bom/539407,bom/539407,stock,IN,yahoo
bom/539408,bom/539408,stock,IN,yahoo
bom/539409,bom/539409,stock,IN,yahoo
bom/539428,bom/539428,stock,IN,yahoo
bom/539434,bom/539434,stock,IN,yahoo
bom/539435,bom/539435,stock,IN,yahoo
bom/539436,bom/539436,stock,IN,yahoo
bom/539437,bom/539437,stock,IN,yahoo
bom/539448,bom/539448,stock,IN,yahoo
bom/539449,bom/539449,stock,IN,yahoo
bom/539450,bom/539450,stock,IN,yahoo
bom/539455,bom/539455,stock,IN,yahoo
bom/539468,bom/539468,stock,IN,yahoo
bom/539469,bom/539469,stock,IN,yahoo
bom/539470,bom/539470,stock,IN,yahoo
bom/539479,bom/539479,stock,IN,yahoo
bom/539486,bom/539486,stock,IN,yahoo
bom/539492,bom/539492,stock,IN,yahoo
bom/539494,bom/539494,stock,IN,yahoo
bom/539495,bom/539495,stock,IN,yahoo
bom/539506,bom/539506,stock,IN,yahoo
bom/539515,bom/539515,stock,IN,yahoo
bom/539518,bom/539518,stock,IN,yahoo
bom/539519,bom/539519,stock,IN,yahoo
bom/539521,bom/539521,stock,IN,yahoo
bom/539522,bom/539522,stock,IN,yahoo
bom/539523,bom/539523,stock,IN,yahoo
bom/539524,bom/539524,stock,IN,yahoo
bom/539526,bom/539526,stock,IN,yahoo
bom/539527,bom/539527,stock,IN,yahoo
bom/539528,bom/539528,stock,IN,yahoo
bom/539533,bom/539533,stock,IN,yahoo
bom/539542,bom/539542,stock,IN,yahoo
bom/539544,bom/539544,stock,IN,yahoo
bom/539545,bom/539545,stock,IN,yahoo
bom/539546,bom/539546,stock,IN,yahoo
bom/539551,bom/539551,stock,IN,yahoo
bom/539552,bom/539552,stock,IN,yahoo
bom/539559,bom/539559,stock,IN,yahoo
bom/539561,bom/539561,stock,IN,yahoo
bom/539562,bom/539562,stock,IN,yahoo
bom/539574,bom/539574,stock,IN,yahoo
bom/539584,bom/539584,stock,IN,yahoo
bom/539593,bom/539593,stock,IN,yahoo
bom/539594,bom/539594,stock,IN,yahoo
bom/539596,bom/539596,stock,IN,yahoo
bom/539598,bom/539598,stock,IN,yahoo
bom/539599,bom/539599,stock,IN,yahoo
bom/539607,bom/539607,stock,IN,yahoo
bom/539620,bom/539620,stock,IN,yahoo
bom/539621,bom/539621,stock,IN,yahoo
bom/539636,bom/539636,stock,IN,yahoo
bom/539658,bom/539658,stock,IN,yahoo
bom/539659,bom/539659,stock,IN,yahoo
bom/539660,bom/539660,stock,IN,yahoo
bom/539661,bom/539661,stock,IN,yahoo
bom/539662,bom/539662,stock,IN,yahoo
bom/539669,bom/539669,stock,IN,yahoo
bom/539673,bom/539673,stock,IN,yahoo
bom/539678,bom/539678,stock,IN,yahoo
bom/539679,bom/539679,stock,IN,yahoo
bom/539680,bom/539680,stock,IN,yahoo
bom/539682,bom/539682,stock,IN,yahoo
bom/539686,bom/539686,stock,IN,yahoo
bom/539692,bom/539692,stock,IN,yahoo
bom/539697,bom/539697,stock,IN,yahoo
bom/539724,bom/539724,stock,IN,yahoo
bom/539725,bom/539725,stock,IN,yahoo
bom/539730,bom/539730,stock,IN,yahoo
bom/539742,bom/539742,stock,IN,yahoo
bom/539760,bom/539760,stock,IN,yahoo
bom/539761,bom/539761,stock,IN,yahoo
bom/539762,bom/539762,stock,IN,yahoo
bom/539767,bom/539767,stock,IN,yahoo
bom/539770,bom/539770,stock,IN,yahoo
bom/539773,bom/539773,stock,IN,yahoo
bom/539785,bom/539785,stock,IN,yahoo
bom/539787,bom/539787,stock,IN,yahoo
bom/539788,bom/539788,stock,IN,yahoo
bom/539798,bom/539798,stock,IN,yahoo
bom/539799,bom/539799,stock,IN,yahoo
bom/539800,bom/539800,stock,IN,yahoo
bom/539807,bom/539807,stock,IN,yahoo
bom/539814,bom/539814,stock,IN,yahoo
bom/539834,bom/539834,stock,IN,yahoo
bom/539835,bom/539835,stock,IN,yahoo
bom/539837,bom/539837,stock,IN,yahoo
bom/539839,bom/539839,stock,IN,yahoo
bom/539841,bom/539841,stock,IN,yahoo
bom/539843,bom/539843,stock,IN,yahoo
bom/539854,bom/539854,stock,IN,yahoo
bom/539861,bom/539861,stock,IN,yahoo
bom/539864,bom/539864,stock,IN,yahoo
bom/539871,bom/539871,stock,IN,yahoo
bom/539872,bom/539872,stock,IN,yahoo
bom/539875,bom/539875,stock,IN,yahoo
bom/539876,bom/539876,stock,IN,yahoo
bom/539883,bom/539883,stock,IN,yahoo
bom/539884,bom/539884,stock,IN,yahoo
bom/539889,bom/539889,stock,IN,yahoo
bom/539894,bom/539894,stock,IN,yahoo
bom/539895,bom/539895,stock,IN,yahoo
bom/539900,bom/539900,stock,IN,yahoo
bom/539911,bom/539911,stock,IN,yahoo
bom/539917,bom/539917,stock,IN,yahoo
bom/539921,bom/539921,stock,IN,yahoo
bom/539922,bom/539922,stock,IN,yahoo
bom/539927,bom/539927,stock,IN,yahoo
bom/539938,bom/539938,stock,IN,yahoo
bom/539939,bom/539939,stock,IN,yahoo
bom/539946,bom/539946,stock,IN,yahoo
bom/539947,bom/539947,stock,IN,yahoo
bom/539956,bom/539956,stock,IN,yahoo
bom/539957,bom/539957,stock,IN,yahoo
bom/539963,bom/539963,stock,IN,yahoo
bom/539978,bom/539978,stock,IN,yahoo
bom/539979,bom/539979,stock,IN,yahoo
bom/539982,bom/539982,stock,IN,yahoo
bom/539984,bom/539984,stock,IN,yahoo
bom/539985,bom/539985,stock,IN,yahoo
bom/539986,bom/539986,stock,IN,yahoo
bom/539991,bom/539991,stock,IN,yahoo
bom/539992,bom/539992,stock,IN,yahoo
bom/539997,bom/539997,stock,IN,yahoo
bom/540005,bom/540005,stock,IN,yahoo
bom/540006,bom/540006,stock,IN,yahoo
bom/540023,bom/540023,stock,IN,yahoo
bom/540025,bom/540025,stock,IN,yahoo
bom/540026,bom/540026,stock,IN,yahoo
bom/540047,bom/540047,stock,IN,yahoo
bom/540048,bom/540048,stock,IN,yahoo
bom/540061,bom/540061,stock,IN,yahoo
bom/540062,bom/540062,stock,IN,yahoo
bom/540063,bom/540063,stock,IN,yahoo
bom/540065,bom/540065,stock,IN,yahoo
bom/540066,bom/540066,stock,IN,yahoo
bom/540072,bom/540072,stock,IN,yahoo
bom/540073,bom/540073,stock,IN,yahoo
bom/540078,bom/540078,stock,IN,yahoo
bom/540079,bom/540079,stock,IN,yahoo
bom/540080,bom/540080,stock,IN,yahoo
bom/540081,bom/540081,stock,IN,yahoo
bom/540082,bom/540082,stock,IN,yahoo
bom/540083,bom/540083,stock,IN,yahoo
bom/540097,bom/540097,stock,IN,yahoo
bom/540108,bom/540108,stock,IN,yahoo
bom/540115,bom/540115,stock,IN,yahoo
bom/540124,bom/540124,stock,IN,yahoo
bom/540125,bom/540125,stock,IN,yahoo
bom/540132,bom/540132,stock,IN,yahoo
bom/540133,bom/540133,stock,IN,yahoo
bom/540134,bom/540134,stock,IN,yahoo
bom/540135,bom/540135,stock,IN,yahoo
bom/540136,bom/540136,stock,IN,yahoo
bom/540143,bom/540143,stock,IN,yahoo
bom/540144,bom/540144,stock,IN,yahoo
bom/540145,bom/540145,stock,IN,yahoo
bom/540146,bom/540146,stock,IN,yahoo
bom/540147,bom/540147,stock,IN,yahoo
bom/540148,bom/540148,stock,IN,yahoo
bom/540150,bom/540150,stock,IN,yahoo
bom/540151,bom/540151,stock,IN,yahoo
bom/540153,bom/540153,stock,IN,yahoo
bom/540159,bom/540159,stock,IN,yahoo
bom/540168,bom/540168,stock,IN,yahoo
bom/540173,bom/540173,stock,IN,yahoo
bom/540174,bom/540174,stock,IN,yahoo
bom/540175,bom/540175,stock,IN,yahoo
bom/540180,bom/540180,stock,IN,yahoo
bom/540181,bom/540181,stock,IN,yahoo
bom/540189,bom/540189,stock,IN,yahoo
bom/540190,bom/540190,stock,IN,yahoo
bom/540192,bom/540192,stock,IN,yahoo
bom/540198,bom/540198,stock,IN,yahoo
bom/540199,bom/540199,stock,IN,yahoo
bom/540203,bom/540203,stock,IN,yahoo
bom/540204,bom/540204,stock,IN,yahoo
bom/540205,bom/540205,stock,IN,yahoo
bom/540210,bom/540210,stock,IN,yahoo
bom/540212,bom/540212,stock,IN,yahoo
bom/540221,bom/540221,stock,IN,yahoo
bom/540222,bom/540222,stock,IN,yahoo
bom/540243,bom/540243,stock,IN,yahoo
bom/540252,bom/540252,stock,IN,yahoo
bom/540254,bom/540254,stock,IN,yahoo
bom/540259,bom/540259,stock,IN,yahoo
bom/540266,bom/540266,stock,IN,yahoo
bom/540267,bom/540267,stock,IN,yahoo
bom/540268,bom/540268,stock,IN,yahoo
bom/540269,bom/540269,stock,IN,yahoo
bom/540293,bom/540293,stock,IN,yahoo
bom/540310,bom/540310,stock,IN,yahoo
bom/540311,bom/540311,stock,IN,yahoo
bom/540332,bom/540332,stock,IN,yahoo
bom/540358,bom/540358,stock,IN,yahoo
bom/540359,bom/540359,stock,IN,yahoo
bom/540360,bom/540360,stock,IN,yahoo
bom/540361,bom/540361,stock,IN,yahoo
bom/540366,bom/540366,stock,IN,yahoo
bom/540376,bom/540376,stock,IN,yahoo
bom/540377,bom/540377,stock,IN,yahoo
bom/540386,bom/540386,stock,IN,yahoo
bom/540393,bom/540393,stock,IN,yahoo
bom/540395,bom/540395,stock,IN,yahoo
bom/540396,bom/540396,stock,IN,yahoo
bom/540401,bom/540401,stock,IN,yahoo
bom/540403,bom/540403,stock,IN,yahoo
bom/540404,bom/540404,stock,IN,yahoo
bom/540405,bom/540405,stock,IN,yahoo
bom/540416,bom/540416,stock,IN,yahoo
bom/540425,bom/540425,stock,IN,yahoo
bom/540455,bom/540455,stock,IN,yahoo
bom/540467,bom/540467,stock,IN,yahoo
bom/540468,bom/540468,stock,IN,yahoo
bom/540481,bom/540481,stock,IN,yahoo
bom/540492,bom/540492,stock,IN,yahoo
bom/540497,bom/540497,stock,IN,yahoo
bom/540515,bom/540515,stock,IN,yahoo
bom/540519,bom/540519,stock,IN,yahoo
bom/540530,bom/540530,stock,IN,yahoo
bom/540544,bom/540544,stock,IN,yahoo
bom/540545,bom/540545,stock,IN,yahoo
bom/540550,bom/540550,stock,IN,yahoo
bom/540565,bom/540565,stock,IN,yahoo
bom/540570,bom/540570,stock,IN,yahoo
bom/540575,bom/540575,stock,IN,yahoo
bom/540590,bom/540590,stock,IN,yahoo
bom/540595,bom/540595,stock,IN,yahoo
bom/540596,bom/540596,stock,IN,yahoo
bom/540597,bom/540597,stock,IN,yahoo
bom/540602,bom/540602,stock,IN,yahoo
bom/540611,bom/540611,stock,IN,yahoo
bom/540613,bom/540613,stock,IN,yahoo
bom/540614,bom/540614,stock,IN,yahoo
bom/540615,bom/540615,stock,IN,yahoo
bom/540642,bom/540642,stock,IN,yahoo
bom/540647,bom/540647,stock,IN,yahoo
bom/540648,bom/540648,stock,IN,yahoo
bom/540649,bom/540649,stock,IN,yahoo
bom/540650,bom/540650,stock,IN,yahoo
bom/540651,bom/540651,stock,IN,yahoo
bom/540652,bom/540652,stock,IN,yahoo
bom/540654,bom/540654,stock,IN,yahoo
bom/540673,bom/540673,stock,IN,yahoo
bom/540678,bom/540678,stock,IN,yahoo
bom/540679,bom/540679,stock,IN,yahoo
bom/540680,bom/540680,stock,IN,yahoo
bom/540681,bom/540681,stock,IN,yahoo
bom/540686,bom/540686,stock,IN,yahoo
bom/540691,bom/540691,stock,IN,yahoo
bom/540692,bom/540692,stock,IN,yahoo
bom/540693,bom/540693,stock,IN,yahoo
bom/540694,bom/540694,stock,IN,yahoo
bom/540695,bom/540695,stock,IN,yahoo
bom/540696,bom/540696,stock,IN,yahoo
bom/540699,bom/540699,stock,IN,yahoo
bom/540700,bom/540700,stock,IN,yahoo
bom/540701,bom/540701,stock,IN,yahoo
bom/540702,bom/540702,stock,IN,yahoo
bom/540703,bom/540703,stock,IN,yahoo
bom/540704,bom/540704,stock,IN,yahoo
bom/540709,bom/540709,stock,IN,yahoo
bom/540710,bom/540710,stock,IN,yahoo
bom/540716,bom/540716,stock,IN,yahoo
bom/540717,bom/540717,stock,IN,yahoo
bom/540718,bom/540718,stock,IN,yahoo
bom/540719,bom/540719,stock,IN,yahoo
bom/540724,bom/540724,stock,IN,yahoo
bom/540725,bom/540725,stock,IN,yahoo
bom/540726,bom/540726,stock,IN,yahoo
bom/540727,bom/540727,stock,IN,yahoo
bom/540728,bom/540728,stock,IN,yahoo
bom/540729,bom/540729,stock,IN,yahoo
bom/540730,bom/540730,stock,IN,yahoo
bom/540735,bom/540735,stock,IN,yahoo
bom/540737,bom/540737,stock,IN,yahoo
bom/540738,bom/540738,stock,IN,yahoo
bom/540743,bom/540743,stock,IN,yahoo
bom/540749,bom/540749,stock,IN,yahoo
bom/540750,bom/540750,stock,IN,yahoo
bom/540755,bom/540755,stock,IN,yahoo
bom/540756,bom/540756,stock,IN,yahoo
bom/540757,bom/540757,stock,IN,yahoo
bom/540762,bom/540762,stock,IN,yahoo
bom/540767,bom/540767,stock,IN,yahoo
bom/540768,bom/540768,stock,IN,yahoo
bom/540769,bom/540769,stock,IN,yahoo
bom/540774,bom/540774,stock,IN,yahoo
bom/540775,bom/540775,stock,IN,yahoo
bom/540776,bom/540776,stock,IN,yahoo
bom/540777,bom/540777,stock,IN,yahoo
bom/540782,bom/540782,stock,IN,yahoo
bom/540786,bom/540786,stock,IN,yahoo
bom/540788,bom/540788,stock,IN,yahoo
bom/540789,bom/540789,stock,IN,yahoo
bom/540795,bom/540795,stock,IN,yahoo
bom/540796,bom/540796,stock,IN,yahoo
bom/540797,bom/540797,stock,IN,yahoo
bom/540798,bom/540798,stock,IN,yahoo
bom/540809,bom/540809,stock,IN,yahoo
bom/540811,bom/540811,stock,IN,yahoo
bom/540821,bom/540821,stock,IN,yahoo
bom/540824,bom/540824,stock,IN,yahoo
bom/540829,bom/540829,stock,IN,yahoo
bom/540843,bom/540843,stock,IN,yahoo
bom/540850,bom/540850,stock,IN,yahoo
bom/540874,bom/540874,stock,IN,yahoo
bom/540879,bom/540879,stock,IN,yahoo
bom/540900,bom/540900,stock,IN,yahoo
bom/540901,bom/540901,stock,IN,yahoo
bom/540902,bom/540902,stock,IN,yahoo
bom/540903,bom/540903,stock,IN,yahoo
bom/540904,bom/540904,stock,IN,yahoo
bom/540914,bom/540914,stock,IN,yahoo
bom/540923,bom/540923,stock,IN,yahoo
bom/540935,bom/540935,stock,IN,yahoo
bom/540936,bom/540936,stock,IN,yahoo
bom/540937,bom/540937,stock,IN,yahoo
bom/540938,bom/540938,stock,IN,yahoo
bom/540952,bom/540952,stock,IN,yahoo
bom/540953,bom/540953,stock,IN,yahoo
bom/540954,bom/540954,stock,IN,yahoo
bom/540955,bom/540955,stock,IN,yahoo
bom/540956,bom/540956,stock,IN,yahoo
bom/540961,bom/540961,stock,IN,yahoo
bom/540975,bom/540975,stock,IN,yahoo
bom/540980,bom/540980,stock,IN,yahoo
bom/541005,bom/541005,stock,IN,yahoo
bom/541006,bom/541006,stock,IN,yahoo
bom/541019,bom/541019,stock,IN,yahoo
bom/541083,bom/541083,stock,IN,yahoo
bom/541096,bom/541096,stock,IN,yahoo
bom/541112,bom/541112,stock,IN,yahoo
bom/541143,bom/541143,stock,IN,yahoo
bom/541144,bom/541144,stock,IN,yahoo
bom/541152,bom/541152,stock,IN,yahoo
bom/541153,bom/541153,stock,IN,yahoo
bom/541154,bom/541154,stock,IN,yahoo
bom/541161,bom/541161,stock,IN,yahoo
bom/541163,bom/541163,stock,IN,yahoo
bom/541167,bom/541167,stock,IN,yahoo
bom/541178,bom/541178,stock,IN,yahoo
bom/541195,bom/541195,stock,IN,yahoo
bom/541196,bom/541196,stock,IN,yahoo
bom/541206,bom/541206,stock,IN,yahoo
bom/541228,bom/541228,stock,IN,yahoo
bom/541233,bom/541233,stock,IN,yahoo
bom/541269,bom/541269,stock,IN,yahoo
bom/541276,bom/541276,stock,IN,yahoo
bom/541299,bom/541299,stock,IN,yahoo
bom/541301,bom/541301,stock,IN,yahoo
bom/541302,bom/541302,stock,IN,yahoo
bom/541303,bom/541303,stock,IN,yahoo
bom/541304,bom/541304,stock,IN,yahoo
bom/541336,bom/541336,stock,IN,yahoo
bom/541337,bom/541337,stock,IN,yahoo
bom/541338,bom/541338,stock,IN,yahoo
bom/541347,bom/541347,stock,IN,yahoo
bom/541352,bom/541352,stock,IN,yahoo
bom/541353,bom/541353,stock,IN,yahoo
bom/541358,bom/541358,stock,IN,yahoo
bom/541400,bom/541400,stock,IN,yahoo
bom/541402,bom/541402,stock,IN,yahoo
bom/541403,bom/541403,stock,IN,yahoo
bom/541418,bom/541418,stock,IN,yahoo
bom/541444,bom/541444,stock,IN,yahoo
bom/541445,bom/541445,stock,IN,yahoo
bom/541450,bom/541450,stock,IN,yahoo
bom/541503,bom/541503,stock,IN,yahoo
bom/541540,bom/541540,stock,IN,yahoo
bom/541546,bom/541546,stock,IN,yahoo
bom/541556,bom/541556,stock,IN,yahoo
bom/541557,bom/541557,stock,IN,yahoo
bom/541578,bom/541578,stock,IN,yahoo
bom/541601,bom/541601,stock,IN,yahoo
bom/541627,bom/541627,stock,IN,yahoo
bom/541634,bom/541634,stock,IN,yahoo
bom/541701,bom/541701,stock,IN,yahoo
bom/541702,bom/541702,stock,IN,yahoo
bom/541703,bom/541703,stock,IN,yahoo
bom/541729,bom/541729,stock,IN,yahoo
bom/541735,bom/541735,stock,IN,yahoo
bom/541741,bom/541741,stock,IN,yahoo
bom/541770,bom/541770,stock,IN,yahoo
bom/541771,bom/541771,stock,IN,yahoo
bom/541778,bom/541778,stock,IN,yahoo
bom/541799,bom/541799,stock,IN,yahoo
bom/541865,bom/541865,stock,IN,yahoo
bom/541890,bom/541890,stock,IN,yahoo
bom/541929,bom/541929,stock,IN,yahoo
bom/541945,bom/541945,stock,IN,yahoo
bom/541956,bom/541956,stock,IN,yahoo
bom/541967,bom/541967,stock,IN,yahoo
bom/541973,bom/541973,stock,IN,yahoo
bom/541974,bom/541974,stock,IN,yahoo
bom/541983,bom/541983,stock,IN,yahoo
bom/541988,bom/541988,stock,IN,yahoo
bom/542011,bom/542011,stock,IN,yahoo
bom/542012,bom/542012,stock,IN,yahoo
bom/542013,bom/542013,stock,IN,yahoo
bom/542019,bom/542019,stock,IN,yahoo
bom/542020,bom/542020,stock,IN,yahoo
bom/542025,bom/542025,stock,IN,yahoo
bom/542034,bom/542034,stock,IN,yahoo
bom/542046,bom/542046,stock,IN,yahoo
bom/542057,bom/542057,stock,IN,yahoo
bom/542066,bom/542066,stock,IN,yahoo
bom/542123,bom/542123,stock,IN,yahoo
bom/542141,bom/542141,stock,IN,yahoo
bom/542145,bom/542145,stock,IN,yahoo
bom/542146,bom/542146,stock,IN,yahoo
bom/542155,bom/542155,stock,IN,yahoo
bom/542176,bom/542176,stock,IN,yahoo
bom/542206,bom/542206,stock,IN,yahoo
bom/542216,bom/542216,stock,IN,yahoo
bom/542231,bom/542231,stock,IN,yahoo
bom/542232,bom/542232,stock,IN,yahoo
bom/542233,bom/542233,stock,IN,yahoo
bom/542248,bom/542248,stock,IN,yahoo
bom/542285,bom/542285,stock,IN,yahoo
bom/542323,bom/542323,stock,IN,yahoo
bom/542332,bom/542332,stock,IN,yahoo
bom/542333,bom/542333,stock,IN,yahoo
bom/542337,bom/542337,stock,IN,yahoo
bom/542351,bom/542351,stock,IN,yahoo
bom/542367,bom/542367,stock,IN,yahoo
bom/542376,bom/542376,stock,IN,yahoo
bom/542377,bom/542377,stock,IN,yahoo
bom/542383,bom/542383,stock,IN,yahoo
bom/542399,bom/542399,stock,IN,yahoo
bom/542437,bom/542437,stock,IN,yahoo
bom/542446,bom/542446,stock,IN,yahoo
bom/542459,bom/542459,stock,IN,yahoo
bom/542460,bom/542460,stock,IN,yahoo
bom/542477,bom/542477,stock,IN,yahoo
bom/542484,bom/542484,stock,IN,yahoo
bom/542503,bom/542503,stock,IN,yahoo
bom/542524,bom/542524,stock,IN,yahoo
bom/542543,bom/542543,stock,IN,yahoo
bom/542579,bom/542579,stock,IN,yahoo
bom/542580,bom/542580,stock,IN,yahoo
bom/542592,bom/542592,stock,IN,yahoo
bom/542597,bom/542597,stock,IN,yahoo
bom/542599,bom/542599,stock,IN,yahoo
bom/542602,bom/542602,stock,IN,yahoo
bom/542627,bom/542627,stock,IN,yahoo
bom/542628,bom/542628,stock,IN,yahoo
bom/542649,bom/542649,stock,IN,yahoo
bom/542650,bom/542650,stock,IN,yahoo
bom/542651,bom/542651,stock,IN,yahoo
bom/542652,bom/542652,stock,IN,yahoo
bom/542654,bom/542654,stock,IN,yahoo
bom/542655,bom/542655,stock,IN,yahoo
bom/542665,bom/542665,stock,IN,yahoo
bom/542666,bom/542666,stock,IN,yahoo
bom/542667,bom/542667,stock,IN,yahoo
bom/542668,bom/542668,stock,IN,yahoo
bom/542669,bom/542669,stock,IN,yahoo
bom/542670,bom/542670,stock,IN,yahoo
bom/542677,bom/542677,stock,IN,yahoo
bom/542678,bom/542678,stock,IN,yahoo
bom/542679,bom/542679,stock,IN,yahoo
bom/542682,bom/542682,stock,IN,yahoo
bom/542684,bom/542684,stock,IN,yahoo
bom/542685,bom/542685,stock,IN,yahoo
bom/542694,bom/542694,stock,IN,yahoo
bom/542721,bom/542721,stock,IN,yahoo
bom/542724,bom/542724,stock,IN,yahoo
bom/542725,bom/542725,stock,IN,yahoo
bom/542726,bom/542726,stock,IN,yahoo
bom/542727,bom/542727,stock,IN,yahoo
bom/542728,bom/542728,stock,IN,yahoo
bom/542729,bom/542729,stock,IN,yahoo
bom/542752,bom/542752,stock,IN,yahoo
bom/542753,bom/542753,stock,IN,yahoo
bom/542759,bom/542759,stock,IN,yahoo
bom/542760,bom/542760,stock,IN,yahoo
bom/542765,bom/542765,stock,IN,yahoo
bom/542770,bom/542770,stock,IN,yahoo
bom/542771,bom/542771,stock,IN,yahoo
bom/542772,bom/542772,stock,IN,yahoo
bom/542773,bom/542773,stock,IN,yahoo
bom/542774,bom/542774,stock,IN,yahoo
bom/542801,bom/542801,stock,IN,yahoo
bom/542802,bom/542802,stock,IN,yahoo
bom/542803,bom/542803,stock,IN,yahoo
bom/542812,bom/542812,stock,IN,yahoo
bom/542830,bom/542830,stock,IN,yahoo
bom/542850,bom/542850,stock,IN,yahoo
bom/542851,bom/542851,stock,IN,yahoo
bom/542852,bom/542852,stock,IN,yahoo
bom/542857,bom/542857,stock,IN,yahoo
bom/542862,bom/542862,stock,IN,yahoo
bom/542865,bom/542865,stock,IN,yahoo
bom/542866,bom/542866,stock,IN,yahoo
bom/542867,bom/542867,stock,IN,yahoo
bom/542904,bom/542904,stock,IN,yahoo
bom/542905,bom/542905,stock,IN,yahoo
bom/542906,bom/542906,stock,IN,yahoo
bom/542907,bom/542907,stock,IN,yahoo
bom/542910,bom/542910,stock,IN,yahoo
bom/542911,bom/542911,stock,IN,yahoo
bom/542918,bom/542918,stock,IN,yahoo
bom/542919,bom/542919,stock,IN,yahoo
bom/542920,bom/542920,stock,IN,yahoo
bom/542923,bom/542923,stock,IN,yahoo
bom/542924,bom/542924,stock,IN,yahoo
bom/542933,bom/542933,stock,IN,yahoo
bom/542934,bom/542934,stock,IN,yahoo
bom/542938,bom/542938,stock,IN,yahoo
bom/543064,bom/543064,stock,IN,yahoo
bom/543065,bom/543065,stock,IN,yahoo
bom/543066,bom/543066,stock,IN,yahoo
bom/543171,bom/543171,stock,IN,yahoo
bom/543172,bom/543172,stock,IN,yahoo
bom/543187,bom/543187,stock,IN,yahoo
bom/543193,bom/543193,stock,IN,yahoo
bom/543194,bom/543194,stock,IN,yahoo
bom/543207,bom/543207,stock,IN,yahoo
bom/543208,bom/543208,stock,IN,yahoo
bom/543209,bom/543209,stock,IN,yahoo
bom/543210,bom/543210,stock,IN,yahoo
bom/543211,bom/543211,stock,IN,yahoo
bom/543212,bom/543212,stock,IN,yahoo
bom/543213,bom/543213,stock,IN,yahoo
bom/543214,bom/543214,stock,IN,yahoo
bom/543217,bom/543217,stock,IN,yahoo
bom/543218,bom/543218,stock,IN,yahoo
bom/543220,bom/543220,stock,IN,yahoo
bom/543223,bom/543223,stock,IN,yahoo
bom/543227,bom/543227,stock,IN,yahoo
bom/543228,bom/543228,stock,IN,yahoo
bom/543229,bom/543229,stock,IN,yahoo
bom/543230,bom/543230,stock,IN,yahoo
bom/543231,bom/543231,stock,IN,yahoo
bom/543232,bom/543232,stock,IN,yahoo
bom/543233,bom/543233,stock,IN,yahoo
bom/543234,bom/543234,stock,IN,yahoo
bom/543235,bom/543235,stock,IN,yahoo
bom/543236,bom/543236,stock,IN,yahoo
bom/543237,bom/543237,stock,IN,yahoo
bom/543238,bom/543238,stock,IN,yahoo
bom/543239,bom/543239,stock,IN,yahoo
bom/543240,bom/543240,stock,IN,yahoo
bom/543241,bom/543241,stock,IN,yahoo
bom/543242,bom/543242,stock,IN,yahoo
bom/543243,bom/543243,stock,IN,yahoo
bom/543244,bom/543244,stock,IN,yahoo
bom/543245,bom/543245,stock,IN,yahoo
bom/543247,bom/543247,stock,IN,yahoo
bom/543248,bom/543248,stock,IN,yahoo
bom/543249,bom/543249,stock,IN,yahoo
bom/543251,bom/543251,stock,IN,yahoo
bom/543252,bom/543252,stock,IN,yahoo
bom/543253,bom/543253,stock,IN,yahoo
bom/543254,bom/543254,stock,IN,yahoo
bom/543256,bom/543256,stock,IN,yahoo
bom/543257,bom/543257,stock,IN,yahoo
bom/543258,bom/543258,stock,IN,yahoo
bom/543259,bom/543259,stock,IN,yahoo
bom/543260,bom/543260,stock,IN,yahoo
bom/543261,bom/543261,stock,IN,yahoo
bom/543262,bom/543262,stock,IN,yahoo
bom/543263,bom/543263,stock,IN,yahoo
bom/543264,bom/543264,stock,IN,yahoo
bom/543265,bom/543265,stock,IN,yahoo
bom/543266,bom/543266,stock,IN,yahoo
bom/543267,bom/543267,stock,IN,yahoo
bom/543268,bom/543268,stock,IN,yahoo
bom/543269,bom/543269,stock,IN,yahoo
bom/543270,bom/543270,stock,IN,yahoo
bom/543271,bom/543271,stock,IN,yahoo
bom/543272,bom/543272,stock,IN,yahoo
bom/543273,bom/543273,stock,IN,yahoo
bom/543274,bom/543274,stock,IN,yahoo
bom/543275,bom/543275,stock,IN,yahoo
bom/543276,bom/543276,stock,IN,yahoo
bom/543277,bom/543277,stock,IN,yahoo
bom/543278,bom/543278,stock,IN,yahoo
bom/543279,bom/543279,stock,IN,yahoo
bom/543280,bom/543280,stock,IN,yahoo
bom/543281,bom/543281,stock,IN,yahoo
bom/543282,bom/543282,stock,IN,yahoo
