symbol,provider_symbol,asset_class,region,provider
fra/2T8,fra/2T8,stock,DE,yahoo
fra/2T9A,fra/2T9A,stock,DE,yahoo
fra/2TD,fra/2TD,stock,DE,yahoo
fra/2TG,fra/2TG,stock,DE,yahoo
fra/2THA,fra/2THA,stock,DE,yahoo
fra/2TJ,fra/2TJ,stock,DE,yahoo
fra/2TK,fra/2TK,stock,DE,yahoo
fra/2TU,fra/2TU,stock,DE,yahoo
fra/2TY,fra/2TY,stock,DE,yahoo
fra/2U0,fra/2U0,stock,DE,yahoo
fra/2U2,fra/2U2,stock,DE,yahoo
fra/2U3,fra/2U3,stock,DE,yahoo
fra/2U4,fra/2U4,stock,DE,yahoo
fra/2UA,fra/2UA,stock,DE,yahoo
fra/2UA0,fra/2UA0,stock,DE,yahoo
fra/2UF,fra/2UF,stock,DE,yahoo
fra/2UK,fra/2UK,stock,DE,yahoo
fra/2UZ,fra/2UZ,stock,DE,yahoo
fra/2V3,fra/2V3,stock,DE,yahoo
fra/2V70,fra/2V70,stock,DE,yahoo
fra/2V8,fra/2V8,stock,DE,yahoo
fra/2VF0,fra/2VF0,stock,DE,yahoo
fra/2VI,fra/2VI,stock,DE,yahoo
fra/2VJ,fra/2VJ,stock,DE,yahoo
fra/2VO,fra/2VO,stock,DE,yahoo
fra/2VZ,fra/2VZ,stock,DE,yahoo
fra/2W1,fra/2W1,stock,DE,yahoo
fra/2WBA,fra/2WBA,stock,DE,yahoo
fra/2WGA,fra/2WGA,stock,DE,yahoo
fra/2WI,fra/2WI,stock,DE,yahoo
fra/2WN,fra/2WN,stock,DE,yahoo
fra/2WO,fra/2WO,stock,DE,yahoo
fra/2WSA,fra/2WSA,stock,DE,yahoo
fra/2WY,fra/2WY,stock,DE,yahoo
fra/2WZ,fra/2WZ,stock,DE,yahoo
fra/2X0,fra/2X0,stock,DE,yahoo
fra/2X1,fra/2X1,stock,DE,yahoo
fra/2X2A,fra/2X2A,stock,DE,yahoo
fra/2X40,fra/2X40,stock,DE,yahoo
fra/2X7,fra/2X7,stock,DE,yahoo
fra/2XD,fra/2XD,stock,DE,yahoo
fra/2XH,fra/2XH,stock,DE,yahoo
fra/2XT,fra/2XT,stock,DE,yahoo
fra/2Y11,fra/2Y11,stock,DE,yahoo
fra/2Y5,fra/2Y5,stock,DE,yahoo
fra/2Y7,fra/2Y7,stock,DE,yahoo
fra/2YCA,fra/2YCA,stock,DE,yahoo
fra/2YE,fra/2YE,stock,DE,yahoo
fra/2YK,fra/2YK,stock,DE,yahoo
fra/2YO,fra/2YO,stock,DE,yahoo
fra/2YP,fra/2YP,stock,DE,yahoo
fra/2YU,fra/2YU,stock,DE,yahoo
fra/2ZC,fra/2ZC,stock,DE,yahoo
fra/2ZD,fra/2ZD,stock,DE,yahoo
fra/2ZI,fra/2ZI,stock,DE,yahoo
fra/2ZO,fra/2ZO,stock,DE,yahoo
fra/2ZP,fra/2ZP,stock,DE,yahoo
fra/307,fra/307,stock,DE,yahoo
fra/30J,fra/30J,stock,DE,yahoo
fra/30L3,fra/30L3,stock,DE,yahoo
fra/30M,fra/30M,stock,DE,yahoo
fra/30O,fra/30O,stock,DE,yahoo
fra/30S,fra/30S,stock,DE,yahoo
fra/30Z,fra/30Z,stock,DE,yahoo
fra/30Z0,fra/30Z0,stock,DE,yahoo
fra/316,fra/316,stock,DE,yahoo
fra/318,fra/318,stock,DE,yahoo
fra/31E,fra/31E,stock,DE,yahoo
fra/31F,fra/31F,stock,DE,yahoo
fra/31K,fra/31K,stock,DE,yahoo
fra/31L,fra/31L,stock,DE,yahoo
fra/31M,fra/31M,stock,DE,yahoo
fra/31R,fra/31R,stock,DE,yahoo
fra/31S,fra/31S,stock,DE,yahoo
fra/31WN,fra/31WN,stock,DE,yahoo
fra/328,fra/328,stock,DE,yahoo
fra/32A,fra/32A,stock,DE,yahoo
fra/32D,fra/32D,stock,DE,yahoo
fra/32GA,fra/32GA,stock,DE,yahoo
fra/32I,fra/32I,stock,DE,yahoo
fra/32JP,fra/32JP,stock,DE,yahoo
fra/32L,fra/32L,stock,DE,yahoo
fra/32N,fra/32N,stock,DE,yahoo
fra/32P,fra/32P,stock,DE,yahoo
fra/32RD,fra/32RD,stock,DE,yahoo
fra/32U,fra/32U,stock,DE,yahoo
fra/32Z,fra/32Z,stock,DE,yahoo
fra/3330,fra/3330,stock,DE,yahoo
fra/334,fra/334,stock,DE,yahoo
fra/338B,fra/338B,stock,DE,yahoo
fra/33B,fra/33B,stock,DE,yahoo
fra/33E,fra/33E,stock,DE,yahoo
fra/33L,fra/33L,stock,DE,yahoo
fra/33Q,fra/33Q,stock,DE,yahoo
fra/33W,fra/33W,stock,DE,yahoo
fra/33X1,fra/33X1,stock,DE,yahoo
fra/33Z,fra/33Z,stock,DE,yahoo
fra/344,fra/344,stock,DE,yahoo
fra/34D,fra/34D,stock,DE,yahoo
fra/34IA,fra/34IA,stock,DE,yahoo
fra/34Q0,fra/34Q0,stock,DE,yahoo
fra/34S0,fra/34S0,stock,DE,yahoo
fra/34T1,fra/34T1,stock,DE,yahoo
fra/34U,fra/34U,stock,DE,yahoo
fra/34V,fra/34V,stock,DE,yahoo
fra/34Z,fra/34Z,stock,DE,yahoo
fra/351,fra/351,stock,DE,yahoo
fra/354,fra/354,stock,DE,yahoo
fra/355,fra/355,stock,DE,yahoo
fra/358,fra/358,stock,DE,yahoo
fra/35BN,fra/35BN,stock,DE,yahoo
fra/35G,fra/35G,stock,DE,yahoo
fra/35U,fra/35U,stock,DE,yahoo
fra/35Z,fra/35Z,stock,DE,yahoo
fra/36A,fra/36A,stock,DE,yahoo
fra/36E,fra/36E,stock,DE,yahoo
fra/36G0,fra/36G0,stock,DE,yahoo
fra/36K,fra/36K,stock,DE,yahoo
fra/36L,fra/36L,stock,DE,yahoo
fra/36T,fra/36T,stock,DE,yahoo
fra/36W,fra/36W,stock,DE,yahoo
fra/36X,fra/36X,stock,DE,yahoo
fra/36Z,fra/36Z,stock,DE,yahoo
fra/377A,fra/377A,stock,DE,yahoo
fra/37B,fra/37B,stock,DE,yahoo
fra/37C,fra/37C,stock,DE,yahoo
fra/37H,fra/37H,stock,DE,yahoo
fra/37S,fra/37S,stock,DE,yahoo
fra/37W,fra/37W,stock,DE,yahoo
fra/38A,fra/38A,stock,DE,yahoo
fra/38D,fra/38D,stock,DE,yahoo
fra/38E,fra/38E,stock,DE,yahoo
fra/38I,fra/38I,stock,DE,yahoo
fra/38P,fra/38P,stock,DE,yahoo
fra/398,fra/398,stock,DE,yahoo
fra/39B,fra/39B,stock,DE,yahoo
fra/39EA,fra/39EA,stock,DE,yahoo
fra/39G,fra/39G,stock,DE,yahoo
fra/39M,fra/39M,stock,DE,yahoo
fra/3A1,fra/3A1,stock,DE,yahoo
fra/3A6,fra/3A6,stock,DE,yahoo
fra/3A9,fra/3A9,stock,DE,yahoo
fra/3AC,fra/3AC,stock,DE,yahoo
fra/3AD1,fra/3AD1,stock,DE,yahoo
fra/3AD2,fra/3AD2,stock,DE,yahoo
fra/3AG1,fra/3AG1,stock,DE,yahoo
fra/3AJ,fra/3AJ,stock,DE,yahoo
fra/3AL,fra/3AL,stock,DE,yahoo
fra/3AM,fra/3AM,stock,DE,yahoo
fra/3AS,fra/3AS,stock,DE,yahoo
fra/3AZ0,fra/3AZ0,stock,DE,yahoo
fra/3B7,fra/3B7,stock,DE,yahoo
fra/3B8,fra/3B8,stock,DE,yahoo
fra/3BA,fra/3BA,stock,DE,yahoo
fra/3BAA,fra/3BAA,stock,DE,yahoo
fra/3BD,fra/3BD,stock,DE,yahoo
fra/3BK,fra/3BK,stock,DE,yahoo
fra/3BX,fra/3BX,stock,DE,yahoo
fra/3BY3,fra/3BY3,stock,DE,yahoo
fra/3BZ,fra/3BZ,stock,DE,yahoo
fra/3C1,fra/3C1,stock,DE,yahoo
fra/3C3,fra/3C3,stock,DE,yahoo
fra/3C8,fra/3C8,stock,DE,yahoo
fra/3CA,fra/3CA,stock,DE,yahoo
fra/3CJ,fra/3CJ,stock,DE,yahoo
fra/3CL,fra/3CL,stock,DE,yahoo
fra/3CM,fra/3CM,stock,DE,yahoo
fra/3CP,fra/3CP,stock,DE,yahoo
fra/3CPA,fra/3CPA,stock,DE,yahoo
fra/3CV,fra/3CV,stock,DE,yahoo
fra/3D0A,fra/3D0A,stock,DE,yahoo
fra/3DJ,fra/3DJ,stock,DE,yahoo
fra/3DO,fra/3DO,stock,DE,yahoo
fra/3DS,fra/3DS,stock,DE,yahoo
fra/3E0,fra/3E0,stock,DE,yahoo
fra/3E1,fra/3E1,stock,DE,yahoo
fra/3E2,fra/3E2,stock,DE,yahoo
fra/3E4,fra/3E4,stock,DE,yahoo
fra/3E7,fra/3E7,stock,DE,yahoo
fra/3EAG,fra/3EAG,stock,DE,yahoo
fra/3EC,fra/3EC,stock,DE,yahoo
fra/3EE0,fra/3EE0,stock,DE,yahoo
fra/3EG,fra/3EG,stock,DE,yahoo
fra/3EQ,fra/3EQ,stock,DE,yahoo
fra/3F5,fra/3F5,stock,DE,yahoo
fra/3F9,fra/3F9,stock,DE,yahoo
fra/3FA,fra/3FA,stock,DE,yahoo
fra/3FB,fra/3FB,stock,DE,yahoo
fra/3FF,fra/3FF,stock,DE,yahoo
fra/3FL,fra/3FL,stock,DE,yahoo
fra/3FMA,fra/3FMA,stock,DE,yahoo
fra/3FO,fra/3FO,stock,DE,yahoo
fra/3FS,fra/3FS,stock,DE,yahoo
fra/3FV,fra/3FV,stock,DE,yahoo
fra/3FX,fra/3FX,stock,DE,yahoo
fra/3FY,fra/3FY,stock,DE,yahoo
fra/3G0,fra/3G0,stock,DE,yahoo
fra/3G1,fra/3G1,stock,DE,yahoo
fra/3G3B,fra/3G3B,stock,DE,yahoo
fra/3G6,fra/3G6,stock,DE,yahoo
fra/3GD,fra/3GD,stock,DE,yahoo
fra/3GE,fra/3GE,stock,DE,yahoo
fra/3GF,fra/3GF,stock,DE,yahoo
fra/3GH,fra/3GH,stock,DE,yahoo
fra/3GIA,fra/3GIA,stock,DE,yahoo
fra/3GRE,fra/3GRE,stock,DE,yahoo
fra/3GS,fra/3GS,stock,DE,yahoo
fra/3GT,fra/3GT,stock,DE,yahoo
fra/3GU,fra/3GU,stock,DE,yahoo
fra/3GW,fra/3GW,stock,DE,yahoo
fra/3GX,fra/3GX,stock,DE,yahoo
fra/3H3,fra/3H3,stock,DE,yahoo
fra/3H5,fra/3H5,stock,DE,yahoo
fra/3H90,fra/3H90,stock,DE,yahoo
fra/3HH,fra/3HH,stock,DE,yahoo
fra/3HM,fra/3HM,stock,DE,yahoo
fra/3HQ,fra/3HQ,stock,DE,yahoo
fra/3HY,fra/3HY,stock,DE,yahoo
fra/3I0,fra/3I0,stock,DE,yahoo
fra/3I5,fra/3I5,stock,DE,yahoo
fra/3I6,fra/3I6,stock,DE,yahoo
fra/3I7,fra/3I7,stock,DE,yahoo
fra/3I8,fra/3I8,stock,DE,yahoo
fra/3IB,fra/3IB,stock,DE,yahoo
fra/3IC,fra/3IC,stock,DE,yahoo
fra/3IM,fra/3IM,stock,DE,yahoo
fra/3ITN,fra/3ITN,stock,DE,yahoo
fra/3IW,fra/3IW,stock,DE,yahoo
fra/3IZ,fra/3IZ,stock,DE,yahoo
fra/3J2,fra/3J2,stock,DE,yahoo
fra/3J9,fra/3J9,stock,DE,yahoo
fra/3JC0,fra/3JC0,stock,DE,yahoo
fra/3JDA,fra/3JDA,stock,DE,yahoo
fra/3JS,fra/3JS,stock,DE,yahoo
fra/3K1,fra/3K1,stock,DE,yahoo
fra/3K2,fra/3K2,stock,DE,yahoo
fra/3K8,fra/3K8,stock,DE,yahoo
fra/3KC,fra/3KC,stock,DE,yahoo
fra/3KD,fra/3KD,stock,DE,yahoo
fra/3KF,fra/3KF,stock,DE,yahoo
fra/3KJB,fra/3KJB,stock,DE,yahoo
fra/3KO,fra/3KO,stock,DE,yahoo
fra/3KT,fra/3KT,stock,DE,yahoo
fra/3KY,fra/3KY,stock,DE,yahoo
fra/3L1,fra/3L1,stock,DE,yahoo
fra/3L3,fra/3L3,stock,DE,yahoo
fra/3L4,fra/3L4,stock,DE,yahoo
fra/3L7A,fra/3L7A,stock,DE,yahoo
fra/3L8,fra/3L8,stock,DE,yahoo
fra/3L9,fra/3L9,stock,DE,yahoo
fra/3LI,fra/3LI,stock,DE,yahoo
fra/3LL,fra/3LL,stock,DE,yahoo
fra/3LM,fra/3LM,stock,DE,yahoo
fra/3LN,fra/3LN,stock,DE,yahoo
fra/3LO,fra/3LO,stock,DE,yahoo
fra/3LQ,fra/3LQ,stock,DE,yahoo
fra/3LR,fra/3LR,stock,DE,yahoo
fra/3M0,fra/3M0,stock,DE,yahoo
fra/3M00,fra/3M00,stock,DE,yahoo
fra/3M4,fra/3M4,stock,DE,yahoo
fra/3MC,fra/3MC,stock,DE,yahoo
fra/3MD,fra/3MD,stock,DE,yahoo
fra/3MG,fra/3MG,stock,DE,yahoo
fra/3MG1,fra/3MG1,stock,DE,yahoo
fra/3MI,fra/3MI,stock,DE,yahoo
fra/3MJ,fra/3MJ,stock,DE,yahoo
fra/3ML,fra/3ML,stock,DE,yahoo
fra/3MM,fra/3MM,stock,DE,yahoo
fra/3MU,fra/3MU,stock,DE,yahoo
fra/3MW,fra/3MW,stock,DE,yahoo
fra/3N1N,fra/3N1N,stock,DE,yahoo
fra/3N7A,fra/3N7A,stock,DE,yahoo
fra/3N8,fra/3N8,stock,DE,yahoo
fra/3NA,fra/3NA,stock,DE,yahoo
fra/3ND,fra/3ND,stock,DE,yahoo
fra/3NK,fra/3NK,stock,DE,yahoo
fra/3NQ,fra/3NQ,stock,DE,yahoo
fra/3NR,fra/3NR,stock,DE,yahoo
fra/3NS,fra/3NS,stock,DE,yahoo
fra/3NW,fra/3NW,stock,DE,yahoo
fra/3NX,fra/3NX,stock,DE,yahoo
fra/3NY1,fra/3NY1,stock,DE,yahoo
fra/3O5,fra/3O5,stock,DE,yahoo
fra/3O8,fra/3O8,stock,DE,yahoo
fra/3OK,fra/3OK,stock,DE,yahoo
fra/3OY1,fra/3OY1,stock,DE,yahoo
fra/3P7,fra/3P7,stock,DE,yahoo
fra/3PC,fra/3PC,stock,DE,yahoo
fra/3PE,fra/3PE,stock,DE,yahoo
fra/3PK,fra/3PK,stock,DE,yahoo
fra/3PL,fra/3PL,stock,DE,yahoo
fra/3PM,fra/3PM,stock,DE,yahoo
fra/3PN,fra/3PN,stock,DE,yahoo
fra/3PS,fra/3PS,stock,DE,yahoo
fra/3PXA,fra/3PXA,stock,DE,yahoo
fra/3PY3,fra/3PY3,stock,DE,yahoo
fra/3PZ,fra/3PZ,stock,DE,yahoo
fra/3QD,fra/3QD,stock,DE,yahoo
fra/3QK1,fra/3QK1,stock,DE,yahoo
fra/3QT1,fra/3QT1,stock,DE,yahoo
fra/3R2,fra/3R2,stock,DE,yahoo
fra/3R6N,fra/3R6N,stock,DE,yahoo
fra/3R8,fra/3R8,stock,DE,yahoo
fra/3RB0,fra/3RB0,stock,DE,yahoo
fra/3RCA,fra/3RCA,stock,DE,yahoo
fra/3RE,fra/3RE,stock,DE,yahoo
fra/3RH,fra/3RH,stock,DE,yahoo
fra/3RK,fra/3RK,stock,DE,yahoo
fra/3RKU,fra/3RKU,stock,DE,yahoo
fra/3RL,fra/3RL,stock,DE,yahoo
fra/3RR,fra/3RR,stock,DE,yahoo
fra/3RT,fra/3RT,stock,DE,yahoo
fra/3RW,fra/3RW,stock,DE,yahoo
fra/3S0,fra/3S0,stock,DE,yahoo
fra/3S30,fra/3S30,stock,DE,yahoo
fra/3S5,fra/3S5,stock,DE,yahoo
fra/3S7,fra/3S7,stock,DE,yahoo
fra/3S8,fra/3S8,stock,DE,yahoo
fra/3S9,fra/3S9,stock,DE,yahoo
fra/3SD,fra/3SD,stock,DE,yahoo
fra/3SH,fra/3SH,stock,DE,yahoo
fra/3SM,fra/3SM,stock,DE,yahoo
fra/3SQ1,fra/3SQ1,stock,DE,yahoo
fra/3SR,fra/3SR,stock,DE,yahoo
fra/3SX,fra/3SX,stock,DE,yahoo
fra/3SY,fra/3SY,stock,DE,yahoo
fra/3T4,fra/3T4,stock,DE,yahoo
fra/3T8,fra/3T8,stock,DE,yahoo
fra/3TI,fra/3TI,stock,DE,yahoo
fra/3TT0,fra/3TT0,stock,DE,yahoo
fra/3TW,fra/3TW,stock,DE,yahoo
fra/3TY,fra/3TY,stock,DE,yahoo
fra/3U2,fra/3U2,stock,DE,yahoo
fra/3U6,fra/3U6,stock,DE,yahoo
fra/3UA,fra/3UA,stock,DE,yahoo
fra/3UD,fra/3UD,stock,DE,yahoo
fra/3UF,fra/3UF,stock,DE,yahoo
fra/3UX,fra/3UX,stock,DE,yahoo
fra/3V41,fra/3V41,stock,DE,yahoo
fra/3V6,fra/3V6,stock,DE,yahoo
fra/3V64,fra/3V64,stock,DE,yahoo
fra/3VFN,fra/3VFN,stock,DE,yahoo
fra/3VG,fra/3VG,stock,DE,yahoo
fra/3VU,fra/3VU,stock,DE,yahoo
fra/3W1,fra/3W1,stock,DE,yahoo
fra/3W5,fra/3W5,stock,DE,yahoo
fra/3W7,fra/3W7,stock,DE,yahoo
fra/3WC,fra/3WC,stock,DE,yahoo
fra/3WG,fra/3WG,stock,DE,yahoo
fra/3WN,fra/3WN,stock,DE,yahoo
fra/3WQ0,fra/3WQ0,stock,DE,yahoo
fra/3WU,fra/3WU,stock,DE,yahoo
fra/3WV,fra/3WV,stock,DE,yahoo
fra/3WX,fra/3WX,stock,DE,yahoo
fra/3WY,fra/3WY,stock,DE,yahoo
fra/3X21,fra/3X21,stock,DE,yahoo
fra/3X6,fra/3X6,stock,DE,yahoo
fra/3XD,fra/3XD,stock,DE,yahoo
fra/3XH,fra/3XH,stock,DE,yahoo
fra/3XPA,fra/3XPA,stock,DE,yahoo
fra/3XT,fra/3XT,stock,DE,yahoo
fra/3XU,fra/3XU,stock,DE,yahoo
fra/3XV,fra/3XV,stock,DE,yahoo
fra/3Y0,fra/3Y0,stock,DE,yahoo
fra/3YB,fra/3YB,stock,DE,yahoo
fra/3YB0,fra/3YB0,stock,DE,yahoo
fra/3YC,fra/3YC,stock,DE,yahoo
fra/3YL,fra/3YL,stock,DE,yahoo
fra/3YM,fra/3YM,stock,DE,yahoo
fra/3YT,fra/3YT,stock,DE,yahoo
fra/3YU,fra/3YU,stock,DE,yahoo
fra/3YZ,fra/3YZ,stock,DE,yahoo
fra/3Z3,fra/3Z3,stock,DE,yahoo
fra/3ZD,fra/3ZD,stock,DE,yahoo
fra/3ZH,fra/3ZH,stock,DE,yahoo
fra/3ZL,fra/3ZL,stock,DE,yahoo
fra/3ZT,fra/3ZT,stock,DE,yahoo
fra/3ZV,fra/3ZV,stock,DE,yahoo
fra/406,fra/406,stock,DE,yahoo
fra/409,fra/409,stock,DE,yahoo
fra/40A,fra/40A,stock,DE,yahoo
fra/40M,fra/40M,stock,DE,yahoo
fra/41B,fra/41B,stock,DE,yahoo
fra/41C,fra/41C,stock,DE,yahoo
fra/41G1,fra/41G1,stock,DE,yahoo
fra/41I,fra/41I,stock,DE,yahoo
fra/41J,fra/41J,stock,DE,yahoo
fra/41L,fra/41L,stock,DE,yahoo
fra/41X,fra/41X,stock,DE,yahoo
fra/41Y,fra/41Y,stock,DE,yahoo
fra/41Z0,fra/41Z0,stock,DE,yahoo
fra/42E,fra/42E,stock,DE,yahoo
fra/42FB,fra/42FB,stock,DE,yahoo
fra/42H,fra/42H,stock,DE,yahoo
fra/42S,fra/42S,stock,DE,yahoo
fra/42T,fra/42T,stock,DE,yahoo
fra/42U,fra/42U,stock,DE,yahoo
fra/42V,fra/42V,stock,DE,yahoo
fra/42W,fra/42W,stock,DE,yahoo
fra/42Z,fra/42Z,stock,DE,yahoo
fra/430,fra/430,stock,DE,yahoo
fra/432,fra/432,stock,DE,yahoo
fra/433,fra/433,stock,DE,yahoo
fra/43C,fra/43C,stock,DE,yahoo
fra/43D,fra/43D,stock,DE,yahoo
fra/43Y,fra/43Y,stock,DE,yahoo
fra/44B,fra/44B,stock,DE,yahoo
fra/44C1,fra/44C1,stock,DE,yahoo
fra/44F,fra/44F,stock,DE,yahoo
fra/44GG,fra/44GG,stock,DE,yahoo
fra/44H,fra/44H,stock,DE,yahoo
fra/44I,fra/44I,stock,DE,yahoo
fra/44N,fra/44N,stock,DE,yahoo
fra/44P,fra/44P,stock,DE,yahoo
fra/44Q,fra/44Q,stock,DE,yahoo
fra/44X,fra/44X,stock,DE,yahoo
fra/44Y,fra/44Y,stock,DE,yahoo
fra/45A,fra/45A,stock,DE,yahoo
fra/45C,fra/45C,stock,DE,yahoo
fra/45D,fra/45D,stock,DE,yahoo
fra/45H,fra/45H,stock,DE,yahoo
fra/45I,fra/45I,stock,DE,yahoo
fra/45P,fra/45P,stock,DE,yahoo
fra/45R0,fra/45R0,stock,DE,yahoo
fra/45S,fra/45S,stock,DE,yahoo
fra/45T,fra/45T,stock,DE,yahoo
fra/45V,fra/45V,stock,DE,yahoo
fra/45Y,fra/45Y,stock,DE,yahoo
fra/46B,fra/46B,stock,DE,yahoo
fra/46F,fra/46F,stock,DE,yahoo
fra/46GA,fra/46GA,stock,DE,yahoo
fra/46K,fra/46K,stock,DE,yahoo
fra/46P1,fra/46P1,stock,DE,yahoo
fra/46T,fra/46T,stock,DE,yahoo
fra/471A,fra/471A,stock,DE,yahoo
fra/472,fra/472,stock,DE,yahoo
fra/4720,fra/4720,stock,DE,yahoo
fra/47A,fra/47A,stock,DE,yahoo
fra/47C,fra/47C,stock,DE,yahoo
fra/47D,fra/47D,stock,DE,yahoo
fra/47H,fra/47H,stock,DE,yahoo
fra/47L,fra/47L,stock,DE,yahoo
fra/47M,fra/47M,stock,DE,yahoo
fra/47O,fra/47O,stock,DE,yahoo
fra/47Q,fra/47Q,stock,DE,yahoo
fra/47T,fra/47T,stock,DE,yahoo
fra/47TA,fra/47TA,stock,DE,yahoo
fra/47U0,fra/47U0,stock,DE,yahoo
fra/47V,fra/47V,stock,DE,yahoo
fra/47VS,fra/47VS,stock,DE,yahoo
fra/47Z,fra/47Z,stock,DE,yahoo
fra/4850,fra/4850,stock,DE,yahoo
fra/485B,fra/485B,stock,DE,yahoo
fra/489,fra/489,stock,DE,yahoo
fra/48CA,fra/48CA,stock,DE,yahoo
fra/48D,fra/48D,stock,DE,yahoo
fra/48H,fra/48H,stock,DE,yahoo
fra/48I,fra/48I,stock,DE,yahoo
fra/48M,fra/48M,stock,DE,yahoo
fra/48S1,fra/48S1,stock,DE,yahoo
fra/48T,fra/48T,stock,DE,yahoo
fra/48W,fra/48W,stock,DE,yahoo
fra/48Z,fra/48Z,stock,DE,yahoo
fra/49BA,fra/49BA,stock,DE,yahoo
fra/49G,fra/49G,stock,DE,yahoo
fra/49K,fra/49K,stock,DE,yahoo
fra/49P,fra/49P,stock,DE,yahoo
fra/49Q,fra/49Q,stock,DE,yahoo
fra/49R,fra/49R,stock,DE,yahoo
fra/49U,fra/49U,stock,DE,yahoo
fra/49V,fra/49V,stock,DE,yahoo
fra/49X0,fra/49X0,stock,DE,yahoo
fra/49Z,fra/49Z,stock,DE,yahoo
fra/4A1,fra/4A1,stock,DE,yahoo
fra/4A3,fra/4A3,stock,DE,yahoo
fra/4A5,fra/4A5,stock,DE,yahoo
fra/4A6,fra/4A6,stock,DE,yahoo
fra/4AB,fra/4AB,stock,DE,yahoo
fra/4AB0,fra/4AB0,stock,DE,yahoo
fra/4AH1,fra/4AH1,stock,DE,yahoo
fra/4AI,fra/4AI,stock,DE,yahoo
fra/4AM,fra/4AM,stock,DE,yahoo
fra/4AP,fra/4AP,stock,DE,yahoo
fra/4AS,fra/4AS,stock,DE,yahoo
fra/4AW,fra/4AW,stock,DE,yahoo
fra/4B4,fra/4B4,stock,DE,yahoo
fra/4BB,fra/4BB,stock,DE,yahoo
fra/4BB1,fra/4BB1,stock,DE,yahoo
fra/4BE,fra/4BE,stock,DE,yahoo
fra/4BQ,fra/4BQ,stock,DE,yahoo
fra/4BV,fra/4BV,stock,DE,yahoo
fra/4BW,fra/4BW,stock,DE,yahoo
fra/4BY,fra/4BY,stock,DE,yahoo
fra/4BY0,fra/4BY0,stock,DE,yahoo
fra/4C0,fra/4C0,stock,DE,yahoo
fra/4C1,fra/4C1,stock,DE,yahoo
fra/4C30,fra/4C30,stock,DE,yahoo
fra/4C6,fra/4C6,stock,DE,yahoo
fra/4C8,fra/4C8,stock,DE,yahoo
fra/4C9,fra/4C9,stock,DE,yahoo
fra/4CB,fra/4CB,stock,DE,yahoo
fra/4CC0,fra/4CC0,stock,DE,yahoo
fra/4CM,fra/4CM,stock,DE,yahoo
fra/4CN,fra/4CN,stock,DE,yahoo
fra/4CQA,fra/4CQA,stock,DE,yahoo
fra/4CU,fra/4CU,stock,DE,yahoo
fra/4CV1,fra/4CV1,stock,DE,yahoo
fra/4D3,fra/4D3,stock,DE,yahoo
fra/4D7,fra/4D7,stock,DE,yahoo
fra/4DH,fra/4DH,stock,DE,yahoo
fra/4DN,fra/4DN,stock,DE,yahoo
fra/4DS,fra/4DS,stock,DE,yahoo
fra/4E0,fra/4E0,stock,DE,yahoo
fra/4E1,fra/4E1,stock,DE,yahoo
fra/4E2,fra/4E2,stock,DE,yahoo
fra/4E4,fra/4E4,stock,DE,yahoo
fra/4EA,fra/4EA,stock,DE,yahoo
fra/4EF,fra/4EF,stock,DE,yahoo
fra/4F1,fra/4F1,stock,DE,yahoo
fra/4F31,fra/4F31,stock,DE,yahoo
fra/4F6,fra/4F6,stock,DE,yahoo
fra/4FAP,fra/4FAP,stock,DE,yahoo
fra/4FB,fra/4FB,stock,DE,yahoo
fra/4FG,fra/4FG,stock,DE,yahoo
fra/4FK,fra/4FK,stock,DE,yahoo
fra/4FN,fra/4FN,stock,DE,yahoo
fra/4FO,fra/4FO,stock,DE,yahoo
fra/4FU,fra/4FU,stock,DE,yahoo
fra/4FV,fra/4FV,stock,DE,yahoo
fra/4FX,fra/4FX,stock,DE,yahoo
fra/4FY,fra/4FY,stock,DE,yahoo
fra/4FZ,fra/4FZ,stock,DE,yahoo
fra/4G3A,fra/4G3A,stock,DE,yahoo
fra/4G8,fra/4G8,stock,DE,yahoo
fra/4GB,fra/4GB,stock,DE,yahoo
fra/4GC,fra/4GC,stock,DE,yahoo
fra/4GE,fra/4GE,stock,DE,yahoo
fra/4GF,fra/4GF,stock,DE,yahoo
fra/4GJ,fra/4GJ,stock,DE,yahoo
fra/4GK,fra/4GK,stock,DE,yahoo
fra/4GM,fra/4GM,stock,DE,yahoo
fra/4GNB,fra/4GNB,stock,DE,yahoo
fra/4GO,fra/4GO,stock,DE,yahoo
fra/4GV,fra/4GV,stock,DE,yahoo
fra/4H2,fra/4H2,stock,DE,yahoo
fra/4H3A,fra/4H3A,stock,DE,yahoo
fra/4H5,fra/4H5,stock,DE,yahoo
fra/4H6,fra/4H6,stock,DE,yahoo
fra/4HB,fra/4HB,stock,DE,yahoo
fra/4HF,fra/4HF,stock,DE,yahoo
fra/4HK,fra/4HK,stock,DE,yahoo
fra/4HM,fra/4HM,stock,DE,yahoo
fra/4HO,fra/4HO,stock,DE,yahoo
fra/4HP,fra/4HP,stock,DE,yahoo
fra/4HQ,fra/4HQ,stock,DE,yahoo
fra/4HW,fra/4HW,stock,DE,yahoo
fra/4I1,fra/4I1,stock,DE,yahoo
fra/4I3,fra/4I3,stock,DE,yahoo
fra/4I5,fra/4I5,stock,DE,yahoo
fra/4I9,fra/4I9,stock,DE,yahoo
fra/4IH,fra/4IH,stock,DE,yahoo
fra/4IIA,fra/4IIA,stock,DE,yahoo
fra/4IK,fra/4IK,stock,DE,yahoo
